left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,nose_x,nose_y,neck_x,neck_y,label
0.713558554649353,0.46826279163360596,0.26351603865623474,0.45194897055625916,0.6964332461357117,0.28033971786499023,0.44678422808647156,0.2837928533554077,0.5586692094802856,0.20153078436851501,0.5716087371110916,0.282066285610199,A
0.7271785736083984,0.5054179430007935,0.2833179831504822,0.4960891008377075,0.712047815322876,0.3275442123413086,0.4712790846824646,0.3330233693122864,0.5751133561134338,0.2568798363208771,0.5916634500026703,0.3302837908267975,A
0.7213153839111328,0.503838300704956,0.2695646286010742,0.4960084557533264,0.6996026039123535,0.32649683952331543,0.4571533799171448,0.3330124616622925,0.5623116493225098,0.25701719522476196,0.5783779919147491,0.32975465059280396,A
0.7009190917015076,0.5018473267555237,0.3224884271621704,0.495622843503952,0.7021577954292297,0.3610430359840393,0.49540555477142334,0.36002063751220703,0.6018058657646179,0.3001546859741211,0.5987816751003265,0.36053183674812317,A
0.7001897096633911,0.5041705965995789,0.3261062204837799,0.4954594075679779,0.7029546499252319,0.3644144535064697,0.49666911363601685,0.3611123859882355,0.6025527119636536,0.3016519844532013,0.5998118817806244,0.3627634197473526,A
0.723996102809906,0.47681474685668945,0.27381858229637146,0.4598982036113739,0.6981469988822937,0.28981152176856995,0.45522022247314453,0.2904682755470276,0.5689107179641724,0.20826268196105957,0.5766836106777191,0.29013989865779877,A
0.719781756401062,0.5031887888908386,0.2748366594314575,0.48780331015586853,0.7078858017921448,0.3253515958786011,0.46388673782348633,0.3275908827781677,0.5696811079978943,0.2514156997203827,0.5858862698078156,0.3264712393283844,A
0.7067400217056274,0.5040302276611328,0.3296772837638855,0.49547502398490906,0.7127067446708679,0.36364662647247314,0.5080151557922363,0.3615005612373352,0.60706627368927,0.30315786600112915,0.6103609502315521,0.3625735938549042,A
0.6971626281738281,0.5023114681243896,0.3206111490726471,0.49354273080825806,0.7013648748397827,0.3595094084739685,0.49390003085136414,0.3586776852607727,0.5995097160339355,0.2999153137207031,0.5976324528455734,0.3590935468673706,A
0.7114700078964233,0.45303595066070557,0.31859323382377625,0.4453389346599579,0.7041058540344238,0.29950404167175293,0.4850257635116577,0.30132192373275757,0.5917699933052063,0.23069016635417938,0.5945658087730408,0.30041298270225525,A
0.712554931640625,0.5062942504882812,0.26634588837623596,0.4954615831375122,0.6968533396720886,0.3262178301811218,0.45263785123825073,0.33168965578079224,0.5661711692810059,0.2518003582954407,0.5747455954551697,0.32895374298095703,A
0.7140159606933594,0.47462695837020874,0.259909063577652,0.45580223202705383,0.6905052065849304,0.2869144082069397,0.44374406337738037,0.28772711753845215,0.5596890449523926,0.20530933141708374,0.5671246349811554,0.2873207628726959,A
0.7057894468307495,0.465060293674469,0.2521645426750183,0.448605477809906,0.6832195520401001,0.2806980609893799,0.4376879334449768,0.28164514899253845,0.5546309351921082,0.19880858063697815,0.5604537427425385,0.28117160499095917,A
0.716120719909668,0.5008024573326111,0.27624601125717163,0.49057114124298096,0.7046636343002319,0.3227503299713135,0.46229538321495056,0.32659703493118286,0.5743435621261597,0.24849240481853485,0.5834795087575912,0.32467368245124817,A
0.7155709266662598,0.4747401773929596,0.26130399107933044,0.45750224590301514,0.6897935271263123,0.2873466908931732,0.4435214400291443,0.2881249785423279,0.5589708685874939,0.20573106408119202,0.5666574835777283,0.28773583471775055,A
0.7078990936279297,0.4615495502948761,0.3084825575351715,0.4514051675796509,0.6998662352561951,0.30234378576278687,0.475127249956131,0.3040420711040497,0.5882232189178467,0.23253965377807617,0.587496742606163,0.3031929284334183,A
0.7094353437423706,0.46776068210601807,0.30119672417640686,0.45723268389701843,0.698666512966156,0.31065112352371216,0.47410544753074646,0.31221282482147217,0.5907639265060425,0.24116995930671692,0.5863859802484512,0.31143197417259216,A
0.6900845170021057,0.4957057535648346,0.31236645579338074,0.48576465249061584,0.6937590837478638,0.35326895117759705,0.48792389035224915,0.3512656092643738,0.587913453578949,0.2942853569984436,0.5908414870500565,0.3522672802209854,A
0.7077083587646484,0.4492596387863159,0.3091827630996704,0.4415665864944458,0.6969631910324097,0.2934930920600891,0.47371742129325867,0.29445788264274597,0.5870105028152466,0.22234013676643372,0.5853403061628342,0.29397548735141754,A
0.7189103960990906,0.46118301153182983,0.3203171193599701,0.45089203119277954,0.7117452025413513,0.30366647243499756,0.48852303624153137,0.3050681948661804,0.6000675559043884,0.2342042177915573,0.6001341193914413,0.304367333650589,A
0.7524036169052124,0.4617375135421753,0.3059191405773163,0.3845193088054657,0.7703485488891602,0.35582929849624634,0.5843164324760437,0.34822171926498413,0.6860716342926025,0.30309978127479553,0.6773324906826019,0.35202550888061523,B
0.7226312160491943,0.49772909283638,0.2922443747520447,0.33207106590270996,0.7473303079605103,0.36243999004364014,0.5635471940040588,0.3483472764492035,0.6540259718894958,0.30559492111206055,0.6554387509822845,0.3553936332464218,B
